number.json,type,content
11886.json,false,"['one', 'republican', 'gut', 'recogn', 'climat', 'chang', 'real', '.']"
11844.json,half-true,"['peopl', 'work', 'longer', 'hour', 'lower', 'wage', ',', 'almost', 'new', 'incom', 'goe', 'top', '<num>', 'percent', '.']"
5312.json,pants-fire,"['david', 'dewhurst', 'record', 'promot', 'incom', 'tax', '.']"
4368.json,mostly-true,"['point', 'pleasant', 'beach', 'beach', ';', 'privat', 'own', 'oper', 'busi', 'jenkinson']"
1354.json,barely-true,"['past', 'year', ',', '<num>', 'percent', 'american', 'chang', 'mind', 'war', 'afghanistan', '.', 'conclud', ""n't"", '.']"
3003.json,false,"['last', 'five', 'year', ',', '<num>', 'peopl', 'kill', 'along', 'u.s.-mexico', 'border', '.']"
6265.json,barely-true,"['state', 'ohio', 'one', 'lowest', 'unemploy', 'rate', 'nation', 'right', 'lead', 'pack', 'term', 'job', 'creation', '.']"
5689.json,false,"['say', 'obama', 'health', 'reform', 'law', 'deni', 'million', 'access', 'afford', 'insur', '.']"
13370.json,barely-true,"['say', 'hb2', 'hasnt', 'move', 'needl', 'one', 'iota', 'north', 'carolina', 'economi', '.']"
2347.json,false,"['close', '<num>', '%', 'feder', 'prison', 'popul', 'consist', 'illeg', 'immigr', '.']"
7476.json,false,"['say', 'rick', 'scott', 'call', 'educ', 'core', 'function', 'state', '.']"
11636.json,false,"['famili', 'research', 'council', ',', 'accord', 'govern', 'agenc', ',', 'terrorist', 'group', '.']"
2550.json,true,"['say', 'rep.', 'jim', 'weidner', 'propos', 'bill', 'take', 'away', 'health', 'care', '<num>', 'oregon', 'children', '.']"
7123.json,true,"['say', '<num>', 'elect', 'former', 'gov', '.', 'tom', 'kean', 'largest', 'win', 'margin', 'gubernatori', 'candid', 'jersey', 'histori', '.']"
6289.json,false,"['obamacar', 'biggest', 'tax', 'increas', 'american', 'histori', '.']"
772.json,true,"['...', 'said', 'barack', 'obama', 'readi', 'command', 'chief', '.']"
8766.json,mostly-true,"['median', 'male', 'worker', 'countri', 'seen', 'rais', ',', 'inflat', 'adjust', ',', '<num>', 'year', ',', 'basic', '.']"
2332.json,barely-true,"['milwauke', 'mayor', 'tom', 'barrett', 'held', 'line', 'properti', 'tax', '.']"
10764.json,true,"['im', 'member', 'hous', 'repres', 'rais', 'campaign', 'fund', 'last', 'elect', 'small', 'contribut', 'less', '$', '<num>', '.']"
7261.json,true,"['unlik', 'gridlock', 'washington', ',', '<num>', 'percent', 'bill', 'pass', 'gener', 'assembl', 'bipartisan', 'support', '.']"
6780.json,false,"['josh', 'mandel', 'lie', 'record', '.', 'rate', 'ohio', 'invest', 'fund', 'improv', '.']"
9837.json,half-true,"['rick', 'scott', 'took', '$', '<num>', 'famili', 'leas', 'land', 'drill', 'tri', 'hide', '.']"
4267.json,half-true,"['money', 'possibl', 'leas', 'ohio', 'turnpik', 'would', 'use']"
1434.json,mostly-true,"['begin', 'last', 'decad', '...', 'america', 'budget', 'surplu', '$', '<num>', 'billion', '.', 'time', 'took', 'offic', ',', 'one-year', 'deficit', '$', '<num>', 'trillion', 'project', 'deficit', '$', '<num>', 'trillion', 'next', 'decad', '.']"
8050.json,half-true,"['presid', '<num>', 'nomin', 'confirm', ',', 'four', 'defeat', '.']"
2258.json,true,"['u.s.', 'taxpay', 'forc', 'fund', 'feisal', 'abdul', 'rauf', 'trip', 'middl', 'east', '.']"
9672.json,barely-true,"['milwauke', 'counti', 'taxpay', 'paid', '$', '<num>', 'settl', 'lawsuit', 'decis', 'sheriff', 'david', 'a.', 'clark', 'jr.', 'use', 'untrain', 'correct', 'offic', 'rather', 'deputi', 'patrol', 'lakefront', '.']"
13380.json,mostly-true,"['justic', 'depart', 'polici', 'fbi', 'director', 'jame', 'comey', 'discuss', 'detail', 'feder', 'investig', 'close', 'elect', '.']"
1419.json,true,"['democrat', 'presid', '``', 'consider', 'effect', 'creat', 'private-sector', 'job', '.', ""''""]"
681.json,true,"['joe', 'biden', '``', 'vote', 'first', 'gulf', 'war', '.', 'oppos', 'surg', '.', 'want', 'partit', 'iraq', '.', ""''""]"
6693.json,barely-true,"['say', 'rush', 'limbaugh', 'made', 'clear', 'hed', 'rather', 'see', 'countri', 'fail', 'presid', 'barack', 'obama', 'succeed', '.']"
827.json,half-true,"['one', 'percent', 'american', 'peopl', 'make', '<num>', 'percent', 'incom', 'america', '.', 'wasnt', 'way', 'georg', 'bush', 'becam', 'presid', '.']"
1800.json,half-true,"['militari', '``', 'recruit', 'went', 'harvard', 'everi', 'singl', 'day', 'throughout', 'time', '(', 'kagan', ')', '.', ""''""]"
7754.json,mostly-true,"['say', 'rick', 'perri', 'plan', ',', 'texa', 'cut', 'fund', 'public', 'school', '<num>', '%', '.']"
10113.json,half-true,"['say', 'david', 'perdu', 'want', 'abolish', 'u.s.', 'depart', 'educ', ',', 'would', 'cost', 'georgia', 'school', '$', '<num>', 'billion', 'year', 'elimin', 'million', 'student', 'loan', '.']"
3806.json,mostly-true,"['paul', 'ryan', 'budget', 'propos', 'would', 'privat', 'medicar', '.']"
6881.json,mostly-true,"['high', 'school', 'student', 'arrest', 'campu', 'twice', 'like', 'graduat', 'four', 'time', 'less', 'like', 'graduat', 'theyv', 'appear', 'court', '.']"
5857.json,half-true,"['unit', 'state', 'imprison', 'nation', 'world', '.']"
11690.json,pants-fire,"['say', 'marco', 'rubio', 'one', 'open', 'border', '.']"
10570.json,mostly-true,"['...', '<num>', 'year', ',', 'feder', 'spend', 'educ', 'grown', '<num>', 'percent', ',', 'test', 'score', 'remain', 'flat', '.']"
9881.json,barely-true,"['say', 'cut', 'medicar', 'affect', 'peopl', 'alreadi', 'paid', '.', 'paid', '.']"
9133.json,barely-true,"['david', 'alameel', 'give', 'thousand', 'dollar', 'support', 'republican', 'parti', 'candid', 'includ', 'john', 'cornyn', 'greg', 'abbott', '.']"
4811.json,true,"['american', 'healthcar', 'system', 'burn', '<num>', 'percent', 'nation', 'gdp', '.', 'nobodi', 'els', 'close', '.']"
4317.json,false,"['provid', 'port', '<num>', 'mile', 'closer', 'europ', 'eastern', 'port', '.']"
5627.json,true,"['say', 'need', 'photo', 'id', 'purchas', 'sudaf', 'texa', '.']"
4812.json,mostly-true,"['twenti', 'percent', 'hous', 'portland', 'pearl', 'district', 'afford', '.']"
4327.json,mostly-true,"['say', 'allow', 'payrol', 'tax', 'holiday', 'expir', 'would', 'end', 'cost', 'anoth', 'estim', '<num>', 'job', '<num>', '.']"
451.json,half-true,"['hillari', 'clinton', 'support', 'nafta', 'perman', 'china', 'trade', '.', 'pennsylvania', 'lost', 'thousand', 'job', '.']"
4102.json,half-true,"['numer', 'studi', 'shown', 'so-cal', 'right-to-work', 'law', 'gener', 'job', 'econom', 'growth', '.']"
975.json,true,"['obama', ""'s"", 'budget', 'plan', 'would', 'take', 'nation', 'debt', '<num>', 'percent', 'gross', 'nation', 'product', '.', '...', 'histor', ',', ""'s"", '<num>', 'percent', '.']"
13026.json,barely-true,"['say', 'hillari', 'clinton', 'said', 'veteran', 'affair', 'scandal', 'over-exagger', '.', 'said', 'satisfi', 'go', '.']"
11772.json,false,"['driven', '(', 'health', 'care', ')', 'cost', 'lowest', 'theyv', '<num>', 'year', '.']"
1486.json,half-true,"['presid', 'barack', 'obama', ""'s"", '``', 'initi', 'respons', 'heard', 'christma', 'underwear', 'bomber', ""''"", 'say', '``', 'act', 'isol', 'extremist', '.', ""''""]"
3391.json,half-true,"['say', 'sen.', 'sherrod', 'brown', 'admit', '$', '<num>', 'billion', 'stimulu', 'law', 'fail', 'specif', 'attack', 'republican', 'want', 'lower', 'american', 'tax', ',', '(', ')', 'claim', 'stimulu', 'bill', 'didnt', 'enough', 'lower', 'tax', '.']"
1226.json,mostly-true,"['1950', ',', '``', 'lot', 'peopl', 'got', 'rich', 'pay', 'top', 'tax', 'rate', '<num>', 'percent', '.', ""''""]"
11656.json,mostly-true,"['charleston', ',', 's.c.', ',', 'shootershould', 'never', 'given', 'gun', ',', 'univers', 'background', 'check', 'fast', 'enough', '.']"
240.json,barely-true,"['sixty-f', 'percent', 'iraqi', 'peopl', 'say', ""'s"", 'okay', 'shoot', 'american', 'soldier', '.']"
3197.json,false,"['twelv', 'judg', 'thrown', 'legal', 'challeng', 'health', 'care', 'law', 'reject', 'notion', 'health', 'care', 'law', 'unconstitut', '.']"
5297.json,half-true,"['say', 'gov', '.', 'chri', 'christi', 'propos', 'reduc', 'state', 'incom', 'tax', 'would', 'second', 'tax', 'cut', 'rich', 'governor', 'two', 'year', '.']"
968.json,true,"['warren', '(', 'buffett', ')', 'still', 'support', '.']"
5922.json,true,"['say', 'georg', 'lemieux', 'one', 'two', 'republican', 'vote', 'presid', 'barack', 'obama', 'job', 'bill', '.']"
7108.json,false,"['precinct', 'allen', 'west-patrick', 'murphi', 'recount', '<num>', 'regist', 'voter', 'guatemalan', 'commun', 'talli', 'show', '<num>', 'vote', '!', '!', '!', '!', '!']"
5813.json,mostly-true,"['<num>', 'peopl', 'unemploy', 'took', 'offic', 'unemploy', '.']"
7884.json,barely-true,"['one', 'person', ',', 'kathleen', 'sebeliu', ',', 'go', 'determin', 'whether', '<num>', '-year-old', 'lung', 'patient', 'sarah', 'murnaghan', 'would', 'live', 'die', '.']"
2411.json,pants-fire,"['ron', 'klein', 'repeatedli', 'vote', 'favor', 'amnesti', 'illeg', 'immigr', '.']"
8428.json,false,"['local', 'law', 'enforc', '.', '.', '.', 'access', '[', 'obamacar', ']', 'data', 'hub', 'treasur', 'trove', 'person', 'info', '.']"
1391.json,true,"['tenur', 'mayor', ',', 'saw', 'houston', 'crime', 'rate', 'drop', 'lowest', 'level', '<num>', 'year', '.']"
11668.json,pants-fire,"['barack', 'obama', 'columbia', 'univers', 'id', 'say', 'foreign', 'student', 'went', 'barri', 'soetoro', '.']"
490.json,barely-true,"['john', 'mccain', ',', '``', 'one', 'richest', 'peopl', 'senat', 'fill', 'millionair', ',', ""''"", 'say', 'solut', 'hous', 'crisi', 'peopl', 'get', '``', 'second', 'job', ""''"", '``', 'skip', 'vacat', '.', ""''""]"
8489.json,false,"['terri', 'mcauliff', 'want', 'rais', 'tax', '$', '<num>', 'pay', 'infinit', 'promis', '.']"
12446.json,half-true,"['hypocrisi', 'clinton', 'foundat', ':', 'top', 'male', 'staff', 'made', 'averag', '$', '<num>', 'top', 'femal', 'staff', 'made', '$', '<num>', '<num>', '-', '<num>', '.']"
7233.json,mostly-true,"['sinc', 'feder', 'violenc', 'women', 'act', 'adopt', '<num>', ',', 'case', 'domest', 'violenc', 'fallen', '<num>', 'percent', '.']"
1775.json,half-true,"['say', 'feder', 'law', 'enforc', 'offic', 'cut', 'question', 'christma', 'day', 'underwear', 'bomber', 'give', 'miranda', 'warn', '<num>', 'minut', 'question', '.']"
1347.json,half-true,"['legal', 'illeg', 'immigr', '.']"
4649.json,true,"['nearli', 'half', 'pregnanc', 'u.s.', 'unintend', '.']"
534.json,half-true,"['``', 'borrow', 'saudi', 'money', 'saudi', 'oil', ""''"", 'result', '``', 'depend', 'debt', '.', ""''""]"
5387.json,half-true,"['say', 'home', 'sale', 'around', '(', 'oswego', 'lake', ')', 'right', '$', '<num>', 'anyon', 'welcom', 'buy', '.']"
2248.json,half-true,"['sinc', 'presid', 'becam', 'presid', ',', 'lost', '<num>', 'million', 'job', 'privat', 'sector', '.', 'know', 'who', 'done', 'ok', 'who', 'complain', 'today', '?', 'public', 'sector', '.', 'weve', 'gain', '<num>', 'public', 'sector', 'job', '.']"
2032.json,false,"['top', '<num>', 'percent', 'pay', 'half', 'entir', 'revenu', 'countri', '.']"
10356.json,barely-true,"['differ', '(', 'previou', ')', 'four', 'year', 'thing', 'head', 'brought', 'last', 'four', 'year', 'total', '$', '<num>', 'save', 'properti', 'tax', 'money', '.']"
8385.json,half-true,"['chri', 'christi', 'increas', 'tax', 'anyon', '.']"
7386.json,barely-true,"['unit', 'state', 'system', 'grower', 'dairi', 'bring', 'workforc', 'legal', 'u.', '.']"
3195.json,false,"['say', 'never', 'said', 'would', 'keep', 'educ', 'fund', '.']"
12497.json,true,"['sinc', '<num>', ',', 'colleg', 'tuition', 'nationwid', 'gone', 'someth', 'like', 'four', 'time', 'rate', 'inflat', '.']"
13293.json,half-true,"['say', 'sen.', 'rob', 'portman', 'said', ',', 'would', 'irrespons', 'cut', 'medicar', '.']"
4893.json,mostly-true,"[',', ',', '[', 'dekalb', 'school', 'construct', ']', 'project', 'alway', 'came', 'budget', '.']"
689.json,false,"['(', 'palin', ')', 'support', 'right-w', 'extremist', 'pat', 'buchanan', 'presid', '<num>', '.']"
4896.json,barely-true,"['say', 'sen.', 'sherrod', 'brown', 'vote', 'block', 'american', 'energi', 'product', 'increas', 'energi', 'tax', '.']"
9465.json,barely-true,"['say', 'jeann', 'shaheen', 'vote', 'measur', 'would', 'amount', 'new', 'nation', 'energi', 'tax', '.']"
7303.json,half-true,"['washington', ',', 'd.c.', ',', 'strictest', 'gun', 'law', 'countri', '.', 'pass', ',', 'violenc', 'skyrocket', '.']"
6627.json,mostly-true,"['seven', 'presid', '(', 'barack', 'obama', ')', '--', 'republican', 'democrat', '--', 'tri', 'expand', 'health', 'care', 'american', '.']"
5429.json,false,"['fight', 'move', 'toughen', 'penalti', 'workplac', 'gender', 'discrimin', ',', 'state', 'sen.', 'glenn', 'grothman', 'said', 'didnt', 'believ', 'women', 'belong', 'workplac', 'belong', 'home', ',', 'cook', 'clean', 'babi', '.']"
5852.json,false,"['put', '$', '<num>', 'billion', 'revenu', '(', 'rais', '<num>', 'year', 'buffett', 'rule', ')', 'infrastructur', 'could', 'creat', '<num>', 'infrastructur', 'job', '.']"
5043.json,pants-fire,"['proper', 'collect', 'noun', 'group', 'baboon', '?', 'believ', '.', '.', '.', 'congress', '!']"
599.json,true,"['repeatedli', 'said', 'mani', 'predatori', 'loan', 'made', 'mortgag', 'system', 'target', 'african-american', 'latino', 'commun', '.']"
10411.json,mostly-true,"['start', 'decemb', '<num>', ',', '<num>', 'million', 'job', 'creat', 'texa', '.', 'period', ',', 'rest', 'countri', 'lost', '<num>', 'job', '.']"
3809.json,barely-true,"['(', 'health', 'reform', ')', 'legisl', 'washington', 'pass', 'last', 'year', 'made', 'difficult', 'hire', 'increas', 'cost', 'employ', '.']"
3928.json,barely-true,"['cbo', ',', 'congression', 'budget', 'offic', 'said', 'obamacar', 'kill', '<num>', 'job', '.']"
135.json,barely-true,"['thompson', '``', 'vote', '$', '<num>', 'cap', 'damag', '(', ')', 'almost', 'anyth', 'would', 'make', 'legal', 'system', 'fairer', '.', ""''""]"
10580.json,pants-fire,"['texa', 'fiscal', 'year', 'money', 'reserv', '<num>', 'state', 'combin', '.']"
610.json,false,"['use', 'strateg', 'petroleum', 'reserv', '.']"
7916.json,mostly-true,"['immigr', 'fertil', '.']"
1665.json,mostly-true,"['propos', 'educ', 'chang', '``', 'cut', 'one', 'teacher', ""'s"", 'pay', '.', ""''""]"
1659.json,pants-fire,"['number', 'uninsur', 'peopl', 'massachusett', 'mandat', 'pass', '<num>', '.']"
8601.json,mostly-true,"['firearm', 'homicid', '<num>', 'percent', 'sinc', 'texa', 'pass', 'concealed-gun', 'permit', 'law', '.']"
8004.json,false,"['upward', '<num>', 'percent', 'women', 'seek', 'abort', 'decid', 'abort', 'see', 'ultrasound', '.']"
4347.json,pants-fire,"['spend', 'less', 'defens', 'today', '%', 'gdp', 'time', 'sinc', 'pearl', 'harbor', '.']"
256.json,mostly-true,"['got', 'rid', 'incom', 'tax', 'today', ""'d"", 'much', 'revenu', '<num>', 'year', 'ago', '.']"
2750.json,half-true,"['say', 'scott', 'walker', 'want', 'ban', 'common', 'form', 'birth', 'control', ',', 'includ', 'pill', '.']"
12356.json,false,"['jason', 'kander', 'support', '[', 'obama', ']', 'plan', 'bring', 'remain', 'suspect', 'terrorist', 'u.s.', 'soil', '.']"
5388.json,half-true,"['shelbi', 'counti', 'donat', 'im', 'sorri', ',', 'gave', '<num>', 'school', 'citi', 'memphi', '.']"
9745.json,half-true,"['top', 'u.s.', 'intellig', 'offici', 'toldeveri', 'member', 'congress', ',', 'includ', 'presid', ',', 'attack', 'seriou', 'way', '(', ')', 'threat', 'eman', 'syria', 'iraq', '.']"
2076.json,true,"['suburb', 'inund', 'former', 'resid', 'atlanta', 'hous', 'project', '?', 'absolut', '.']"
5276.json,true,"['juli', '<num>', ',', 'mitt', 'romney', 'help', 'locat', 'miss', 'teenag', 'daughter', 'partner', 'bain', 'capit', '.']"
2722.json,barely-true,"['blame', 'mike', 'mcintyr', 'nanci', 'pelosi', 'second', 'straight', 'year', 'cost-of-liv', 'increas', 'social', 'secur', 'beneficiari', '.']"
1171.json,barely-true,"['govern', 'go', 'right', 'get', 'bank', 'account', 'health', 'care', 'bill', 'make', 'transfer', 'without', 'know', '.']"
2011.json,half-true,"['mechan', 'place', 'shut', 'internet', 'privat', '.']"
8308.json,barely-true,"['american', 'peopl', 'support', 'defund', 'obamacar', 'oppos', 'shut', 'govern', '.']"
7217.json,half-true,"['report', '#', 'gop', 'insist', 'chang', 'social', 'secur', 'part', '#', 'fiscalcliff', 'fals', '.', 'btw', 'chang', 'support', '@', 'barackobama', '.']"
2824.json,true,"['nobodi', 'play', 'clip', '...', 'presid', 'obama', '(', 'say', ')', ',', 'bring', 'knife', 'fight', ',', 'well', 'bring', 'gun', '.']"
3730.json,pants-fire,"['peopl', 'rhode', 'island', 'dont', 'want', 'same-sex', 'marriag', '.']"
3672.json,half-true,"['rep.', 'paul', 'ryan', 'medicar', 'plan', 'line', 'pocket', 'privat', 'insur', 'compani', ',', 'increas', 'cost', 'senior', 'reduc', 'deficit', '.']"
6318.json,barely-true,"['year', 'congress', '(', 'conni', 'mack', 'iv', ')', 'miss', 'almost', 'half', 'vote', '.']"
10198.json,barely-true,"['<num>', '/', '<num>', 'kid', 'drop', '(', 'high', 'school', ')', ',', 'go', 'colleg', 'start', 'career', '.']"
9960.json,barely-true,"['even', 'old', 'gen.', 'eisenhow', 'salut', 'militari', 'personnel', 'presid', '.']"
3281.json,true,"['wisconsin', 'governor', 'cut', 'perquisit', 'much', 'plan', ',', 'would', 'still', 'leav', '(', 'worker', ')', 'better', 'privat', 'sector', 'counterpart', '.']"
12581.json,barely-true,"['cant', 'get', 'airplan', ',', '<num>', 'peopl', 'list', 'abl', 'buy', 'gun', '.']"
9596.json,false,"['<num>', 'percent', 'republican', 'support', 'afford', 'care', 'act', '.']"
2143.json,half-true,"['everi', '$', '<num>', 'spent', 'afterschool', 'program', ',', 'save', '$', '<num>', ',', 'almost', '$', '<num>', ',', 'crime', 'cost', 'line', '.']"
8405.json,half-true,"['feder', 'govern', '$', '<num>', 'trillion', 'cash', 'flow', ',', 'pay', 'bill', 'wont', 'default', '.']"
8794.json,false,"['say', 'alex', 'sink', 'fail', 'florida', 'homeown', 'use', 'predatori', 'lend', 'practic', '.']"
11196.json,barely-true,"['<num>', 'percent', 'small', 'mid-siz', 'bank', 'loan', 'money', 'small', 'busi', 'wipe', 'sinc', 'dodd-frank', 'pass', '.']"
2917.json,barely-true,"['cant', 'check', 'librari', 'book', 'without', 'photo', 'id', '.']"
11555.json,pants-fire,"['say', 'starbuck', 'took', 'christma', 'brand', 'new', 'cup', '.']"
10449.json,mostly-true,"['atmospher', 'condit', 'could', 'push', 'footbal', 'pressur', 'approxim', 'one-and-a-half', 'pound', 'per', 'squar', 'inch', '.']"
13223.json,false,"['hillari', 'clinton', 'support', 'unlimit', 'abort', 'demand', 'moment', 'birth', ',', 'includ', 'partial-birth', 'abort', ',', 'taxpay', 'fund', '.']"
10611.json,true,"['legisl', 'clear', 'georgia', 'hous', ',', 'children', 'legal', 'refuge', 'could', 'obtain', 'state', 'scholarship', 'attend', 'privat', 'school', '.']"
2060.json,mostly-true,"['went', 'lose', '<num>', 'million', 'job', 'last', 'six', 'month', 'bush', 'administr', ',', 'ad', 'almost', '<num>', 'privat', 'sector', 'job', 'first', 'six', 'month', 'year', '.']"
4687.json,half-true,"['star', 'ohio', 'fund', 'receiv', 'highest', 'possibl', 'credit', 'rate', 'one', 'fund', 'receiv', '.']"
7210.json,half-true,"['taxpay', 'hook', '...', 'less', 'third', 'propos', 'new', 'atlanta', 'falcon', 'stadium', ',', 'fund', 'repaid', 'money', 'come', 'outsid', '.']"
